Company,Date,Title,Abstract,sentiment_abstract,sentiment_category_abstract
Procter & Gamble,07/12/2006,"testing yourself online and, maybe, on the set","advertisers like chipotle, converse, g.m. and mastercard have been gaining attention by inviting consumers to use digital video technologies to create commercials.",0.8271,Very Positive
Procter & Gamble,10/07/2006,you're supposed to add water to your folgers?,"procter & gamble company is exploring so-called viral or word-of-mouth marketing online, and eyebrows are being raised all over cyberspace.",0.0,Neutral
Salesforce,09/12/2016,daily report: what microsoft needs from linkedin,one sign of success in the $26 billion merger will be if few linkedin employees use their own product to find another job.,0.5719,Very Positive
Salesforce,10/10/2016,twitter is said to be in continued talks with salesforce,the company tries to forge ahead despite a constantly shifting chess match of deal discussions and considerations.,0.0,Neutral
Salesforce,18/09/2016,artificial intelligence software is booming. but why now?,"as g.e., oracle, salesforce.com and others push their a.i. products, it remains unclear whether potential customers understand how they will profit.",0.2263,Neutral
Salesforce,01/05/2016,new york city casts a net to catch the next big start-up,"a nonprofit, tech:nyc, aims to make new york more appealing to start-ups, big tech companies and venture firms.",0.0,Neutral
Salesforce,19/11/2015,google picks diane greene to expand its cloud business,"ms. greene, a silicon valley veteran, has been a board member of google and founded bebop technologies, which google has agreed to buy.",0.2732,Neutral
Salesforce,11/04/2015,twitter's evolving plans to make money from its data stream,"twitter said it would no longer license its stream of half a billion daily tweets to resellers, a sign that it wants to play a bigger role in how companies use it to glean insights about their customers.",0.0516,Neutral
Salesforce,12/10/2014,salesforce makes its big data move,salesforce kicked off its annual conference with a product aimed at developers who want to build visualization tools for sales and marketing people. that's probably a big and underserved market.,0.0772,Neutral
Salesforce,11/05/2014,"ibm poised for growth, chief says","in recent years, revenue growth at ibm has been stubbornly elusive, and new technologies like cloud computing have risen to threaten the company's traditional hardware and software businesses.",0.0258,Neutral
Salesforce,18/11/2013,salesforce making business software more social,"at a customer conference in san francisco, the cloud computing company will unveil its latest way to blur the lines between how businesses use technology and consumers use social media.",0.0,Neutral
Salesforce,05/06/2013,sap's purchasing power play,"sap's announcement that it had bought hybris, an e-commerce software company, comes after the salesforce purchase of exacttarget. this is not as much a marketing deal, however, as a dream that mobile and cloud computing will blend online and offline, even retail and manufacturing.",0.128,Neutral
Salesforce,15/05/2012,netsuite moves to 'commerce as a service',"netsuite is opening up all of its accounting and sales functions so any customer can transact online sales with consumers, companies and machines with little more than a web design team.",0.0,Neutral
Salesforce,19/01/2012,tout wants to tame your inbox,"tout, a small start-up company with offices in san francisco and new york, hopes to use analytics to recognize patterns in whom people e-mail most frequently and in what they say, in order to help people manage their overflowing inboxes.",0.6124,Very Positive
Salesforce,02/07/2011,"silicon valley culture, but in san francisco?","san francisco is giving tax breaks to businesses like twitter that move to the city's blighted neighborhoods, but tech company culture may not help an effort to improve the areas.",0.5288,Positive
Salesforce,24/03/2009,customer support via twitter? salesforce.com makes it legit,forget 800 numbers and email addresses-the best way to get to customer service may be by sending them a tweet.,0.5106,Positive
Salesforce,23/04/2008,microsoft reveals a web-based software system,"the new system, called live mesh, is microsoft's most ambitious step yet in tying its personal computer business more closely to software running in remote data centers.",0.5256,Positive
Salesforce,17/12/2007,would you buy a telephone from a company named ribbit?,a startup takes an entire telephone company switchboard and makes it available over the internet. this allows programmers to develop applications that combine telephone calls and other data.,0.0,Neutral
The Travelers Companies,07/12/2016,new orleans becomes new model for airbnb to work with cities,"agreements between airbnb and the city reflect a move by the company to be more conciliatory with local governments, especially after tough regulatory battles globally.",-0.3134,Neutral
The Travelers Companies,21/10/2016,airbnb sues over new law regulating new york rentals,"gov. andrew m. cuomo has signed a bill that will impose fines up to $7,500 on hosts who rent out housing for fewer than 30 days.",-0.296,Neutral
The Travelers Companies,01/12/2015,airbnb releases trove of new york city home-sharing data,"the company's data includes statistics like host earnings, the frequency of rentals and the types of listings.",0.3612,Positive
The Travelers Companies,13/02/2015,"for tech start-ups in europe, an oceanic divide in funding","european companies, with less access to investors, are adapting by taking advantage of niches, rather than taking united states rivals head-on.",0.5859,Very Positive
The Travelers Companies,06/08/2014,lyft hopes to coax commuters to leave their cars,"with lyft line, a new service first being offered in san francisco, the company's founders hope to make ride-sharing part of the workday routine.",0.4404,Positive
The Travelers Companies,26/01/2014,disruptions: the holodeck begins to take shape,hollywood and computer and video game companies are working to move immersive virtual entertainment closer to reality.,0.4215,Positive
The Travelers Companies,01/05/2013,a score or more of languages in your pocket,"translation apps have improved because more people are using them, allowing the apps to make more accurate associations with sounds, text and meaning.",0.4767,Positive
The Travelers Companies,19/09/2012,extra protection for weekend warriors,"the urban elite laptop backpack from pelican products has a built-in shockproof, waterproof case that can accommodate a 15"" laptop, or a 17"" macbook.",0.3182,Neutral
The Travelers Companies,30/05/2012,a guide to deciphering the language of smartphones,"buying a smartphone means wading through a number of specialized terms, like 3g, 4g, cdma and gsm. here is a guide to some of them.",0.4215,Positive
The Travelers Companies,15/01/2012,china telecom to start mobile service in britain,the new service from china telecom will run on the network of britain's market leader and is aimed at chinese living in britain and visitors to the country.,0.0,Neutral
The Travelers Companies,29/07/2011,google introduces hotel search,"google joins sites like kayak, bing travel and hotels.com by offering hotel search.",0.3612,Positive
The Travelers Companies,16/02/2011,"when in rome, let your smartphone do the translating","you can get good translator programs and better ones, depending on how much money you want to spend.",0.7269,Very Positive
The Travelers Companies,08/08/2010,docks for apple gadgets help a business thrive,"sdi technologies, an innovator since the 1950s when it made transistor radios, has flourished by making the ihome brand of products.",0.0,Neutral
The Travelers Companies,19/04/2010,stranded travelers turn to videoconferencing,audio and video conferencing businesses are reporting increases in demand since the volcanic disruptions.,-0.4404,Negative
The Travelers Companies,06/11/2009,paramount's flash-drive strategy: more than meets the eye,the movie studio plans on releasing the latest transformers film on a usb drive in addition to dvd and blu-ray.,0.0,Neutral
The Travelers Companies,21/06/2009,a new way to spread the word,the popularity of social networking and other web 2.0 phenomena is helping advertisers use consumers to spread the word for them.,0.6486,Very Positive
The Travelers Companies,03/09/2008,"walkman plays music, video and fm but little noise","sony may have ceded much of the personal music player market to apple and its ipod, but the company's nearly 30-year-old product line continues with new models.",0.0,Neutral
The Travelers Companies,07/12/2007,some airlines to offer in-flight internet service,"on tuesday, jetblue will begin offering a free e-mail and instant messaging service on one of its aircraft, and american, virgin america and alaska airlines plan to broaden web access.",0.5106,Positive
The Travelers Companies,03/09/2007,first order a plane ticket. then grumble about delays.,orbitz is offering a web site that lets travelers post last-minute tips that can ease a painful travel experience.,-0.1027,Neutral
The Travelers Companies,09/05/2007,hewlett-packard says quarterly results will top forecast,the announcement pushed the company's stock to its highest point in more than six years.,0.0,Neutral
The Travelers Companies,27/06/2006,tools can catch expense-account padders (and make filing easier),more companies are adopting sophisticated new technology to help track and crack down on employee expense accounts.,0.743,Very Positive
The Travelers Companies,18/05/2006,going wireless most places you go,"wi-fi has revolutionized the world of mobile computing, but another wireless option is on the rise from cellular carriers.",0.0,Neutral
The Travelers Companies,25/01/2006,"making connections, here and now","more and more cellphones know exactly where their owners are at any given time, and software developers are trying to leverage that ability to bridge the gap between the physical and virtual worlds.",0.3182,Neutral
UnitedHealth Group,06/01/2014,at&t allows advertisers to sponsor mobile data,businesses working with at&t can pay for the data that is used to consume their content or services so that it does not show up on a customer's phone bill.,-0.1027,Neutral
UnitedHealth Group,29/12/2009,broadcom to settle backdating suit for $160 million,"the deal would be the second-largest upfront cash recovery from a company accused of backdating stock options, a plaintiff's lawyer said.",-0.296,Neutral
Verizon,17/12/2016,farhad's and daisuke's week in tech: is google's waymo way better?,"facebook fights fake news, and google picks a funny name for its car business.",-0.4404,Negative
Verizon,27/10/2016,broadband providers will need permission to collect private data,"the new rules require broadband providers to get permission to collect data on a subscriber's web browsing, app use, location and financial information.",0.0,Neutral
Verizon,05/10/2016,yahoo said to have aided u.s. email surveillance by adapting spam filter,"a system built to scan emails for spam, child pornography and malware allowed yahoo to search for a terrorist organization's ""signature"" to satisfy a secret court order, several sources say.",-0.6369,Very Negative
Verizon,09/09/2016,galaxy note 7 owners are urged to stop using their phones,"the warning came from samsung and safety regulators. dozens of the smartphones have caught fire or exploded in recent days, and a recall is underway.",-0.25,Neutral
Verizon,18/07/2016,why yahoo sold its internet business,"the internet giant struggled for more than a decade to find a winning strategy. now it is giving up, selling its core business to verizon for a small fraction of what it was worth at its height in 2000.",0.6486,Very Positive
Verizon,25/05/2016,a traveler's guide to taking a smartphone abroad,"there are two ways to take your phone overseas and get data -- the frugal way, which requires a bit of tinkering, and the pay-full-price way.",0.0,Neutral
Verizon,06/04/2016,yahoo paints grim financial picture as deadline for bids nears,"the internet giant warned potential bidders about a projected decline of $600 million in revenue this year, as it prepares to sell its core business.",-0.2732,Neutral
Verizon,17/02/2016,explaining apple's fight with the f.b.i.,"technologists and legal experts are dissecting what the company can't, or won't, do to help unlock the iphone of a san bernardino attacker.",-0.666,Very Negative
Verizon,11/11/2015,t-mobile video plan could test f.c.c.'s new net neutrality rules,the plan from t-mobile usa to allow unlimited streaming of some video services may become the first test of the government's rules to prevent favoritism on the internet.,0.4019,Positive
Verizon,18/08/2015,pivotal software gets a new leader and announces strong cloud revenue,"paul maritz is stepping aside as chief executive of pivotal software. pivotal, the cloud-computing spinoff of emc, also announced strong growth in cloud subscriptions.",0.7096,Very Positive
Verizon,11/06/2015,court denies requests to keep new net neutrality rules from taking effect on friday,the united states court of appeals for the district of columbia circuit denied numerous petitions to keep new internet regulations from going into effect.,-0.0258,Neutral
Verizon,12/05/2015,"for verizon and aol, mobile is a magic word",the verizon-aol deal is just the latest corporate reaction to a staggering shift in the way people across the globe get their news and entertainment.,0.4215,Positive
Verizon,23/03/2015,google fiber plans experiment with targeted ads for television,"while google fiber is growing fast, it is still minuscule compared with its traditional rivals. but it shows the potential for delivering specific kinds of ads to local markets.",0.09,Neutral
Verizon,17/02/2015,"ibm, g.e. and others create big data alliance",a number of big tech companies with an interest in building out the big data market have announced a standard for core elements of a technology framework for data analysis.,0.5106,Positive
Verizon,16/01/2015,"google said to be in talks to acquire softcard, a mobile payments company",an unsuccessful e-commerce start-up may sell to one of the largest internet companies in the world.,-0.3612,Negative
Verizon,10/12/2014,moving contacts from a flip phone to a windows phone,"plus, how to remove credit card information from apple pay on the iphone.",0.296,Neutral
Verizon,21/10/2014,verizon reports higher profit during a price-cutting war,"amid a price-cutting war in the american wireless industry, the verizon juggernaut keeps growing, even though its prices are generally higher.",-0.4939,Negative
Verizon,03/09/2014,"isis, the industry group, is changing its name",several wireless companies formed isis in 2010 to encourage the development of wireless payment technology.,0.5106,Positive
Verizon,07/07/2014,samsung foresees a decline in profit,"the electronics company predicted a profit of $7.1 billion for the last quarter, which would be a 24 percent decline over the same period a year ago, and cited slower sales and increased competition in china.",0.6124,Very Positive
Verizon,10/06/2014,microsoft protests order to disclose email stored abroad,the objection to hand over email stored in an irish data center is believed to be the first time a corporation has challenged a domestic search warrant seeking digital information overseas.,0.4215,Positive
Verizon,10/05/2014,defending the open internet,"as the federal communications commission prepares to address ""net neutrality,"" the professor who coined the phrase is influencing the debate.",0.0,Neutral
Verizon,15/04/2014,tech companies commit to offering a 'kill switch' for preventing phone theft,"ctia, the industry trade group that represents wireless carriers, said over a dozen companies were dedicated to offering free antitheft software on cellphones.",0.743,Very Positive
Verizon,20/02/2014,questions raised about at&t's transparency report,"the most common requests that at&t received from federal, state and local government agencies were related to criminal and civil litigation. the company said it received roughly 302,000 of these requests.",-0.6369,Very Negative
Verizon,02/02/2014,disruptions: paying to travel in the internet's fast lanes,"has the internet become so fundamental to our lives that it is, in essence, a utility that should be subject to regulation?",0.0,Neutral
Verizon,14/01/2014,the nuts and bolts of network neutrality,a federal appeals court threw out f.c.c. rules requiring that all information be treated equally on the internet; we explain what the decision means.,0.0,Neutral
Verizon,19/12/2013,verizon to release first transparency report,the company said that it would publish a transparency report in early 2014 that would provide information about the number of information requests it received from government agencies this year.,0.0772,Neutral
Verizon,10/12/2013,new york asks cellphone carriers to explain why they rejected antitheft switch,new york attorney general eric t. schneiderman's investigation into the rejection of antitheft software has raised questions about coordination among the biggest carriers.,-0.5423,Negative
Verizon,19/11/2013,"handset unit nearly sold, nokia now looks to an uncertain future","shareholders approved a $7.2 billion sale of nokia's cellphone business to microsoft, leaving the company with its networking and mapping units, and its patents.",0.4215,Positive
Verizon,13/10/2013,bolstering a phone's defenses against breaches,"to help ward off corporate data breaches, lookout is using its app to slip under the door of enterprises via the employees who regularly bring their personal devices to work.",0.4019,Positive
Verizon,10/09/2013,surprising enhancements to apple's iphone line,a fingerprint reader and an improved camera are among the new features in apple's new iphone 5s.,0.4767,Positive
Verizon,08/08/2013,2 e-mail services shut down to protect customer data,"lavabit shut down, hinting at a secret government order, and silent circle, a similar end-to-end encrypted e-mail provider, followed suit.",0.0,Neutral
Verizon,12/07/2013,"today's scuttlebot: the cost of surveillance, and predictive text poetry","the technology reporters and editors of the new york times scour the web for important and peculiar items. friday's selections include how much the government pays companies for wiretaps and access to e-mails, and a google page that assembles autocomplete suggestions into a kind of poetry.",0.34,Neutral
Verizon,24/05/2013,a best-selling phone? it's not just a good phone,making a good phone isn't enough to compete in the brutal handset market.,-0.296,Neutral
Visa,02/10/2016,"next big tech corridor? between seattle and vancouver, planners hope","american tech giants stand to benefit from canada's smoother immigration process, and vancouver is looking to feed its own homegrown tech ambitions.",0.4588,Positive
Visa,12/12/2015,farhad and mike's week in tech: tempering walmart's digital ambitions,"a look at walmart's foray into digital wallets, airbnb's transparency claims and yahoo's big week.",0.0,Neutral
Visa,24/11/2014,daily report: silicon valley responds to obama's immigration order,"despite drawbacks of the president's executive order, some immigrants working in technology said it could make work in the united states easier.",0.6808,Very Positive
Visa,09/09/2014,"a smartwatch, iphone 6 and more: highlights and analysis from apple's keynote","the company announced a wearable device, two new versions of its smartphones and an integrated payments system.",0.0,Neutral
Visa,15/03/2014,"a harvest of company details, all in one basket",new websites can help investors and others gather wide-ranging government data about a particular business.,0.4019,Positive
Visa,02/09/2013,online attack leads to peek into spam den,a moscow court's ruling this summer linked four defendants to one of the world's most prolific illegal networks of virus-infected computers that send spam.,-0.749,Very Negative
Visa,22/05/2013,high-tech immigrants,"foreign graduate students at the university of california, berkeley, reflect on how immigration reform could make it easier for highly skilled workers like them to stay in the united states.",0.8107,Very Positive
Visa,25/02/2013,visa teams up with samsung on mobile payments,"the idea of paying for things with a phone is still foreign to most people, but now visa and samsung electronics are working together to make mobile payments easier.",0.5719,Very Positive
Visa,15/03/2012,"for apple, pressure builds over app store fraud",complaints about mysterious transactions on itunes are undermining the store's reputation as the safest of online shopping environments.,-0.3612,Negative
Visa,21/11/2011,visa and shopkick give rewards for making purchases,"to lure shoppers to the cash register as black friday approaches, visa and a mobile shopping app called shopkick have partnered to offer rewards at check-out, beginning at old navy, toys ""r"" us and american eagle outfitters. it is the latest example of using mobile apps to shop in offline stores.",0.3818,Positive
Visa,11/05/2011,visa advances toward a digital wallet,visa is preparing a service that will allow its customers to pay for items with a single click across the web. it is another step toward the digital wallet.,0.128,Neutral
Visa,08/12/2010,hackers give web companies a test of free speech,facebook and twitter face tough decisions around how they should handle situations as politically charged as the wikileaks developments.,-0.3182,Neutral
Visa,23/02/2010,a $3.5 billion effort aims to help tech start-ups,intel is leading an initiative to add jobs and spur innovation to keep the u.s. ahead of nations like china and india.,0.6249,Very Positive
Visa,13/04/2009,google's 'immigration fixer',"google employs an ""immigration fixer"" to help foreign-born employees navigate the u.s. immigration system.",0.4019,Positive
Visa,25/06/2008,u.s. high tech said to slip,"a report said that the u.s. is in danger of losing its high-tech edge as jobs go unfilled, in part a consequence of too few green cards or work visas available to talented foreign students.",-0.4019,Negative
Visa,01/10/2007,"at starbucks, songs of instant gratification",new technology that allows coffee patrons to download the music playing in starbucks stores to their iphones is just the beginning of a wave of options for impulse purchases.,0.2023,Neutral
Walmart,29/12/2016,how china built 'iphone city' with billions in perks for apple's partner,"a hidden bounty of benefits for foxconn's plant in zhengzhou, the world's biggest iphone factory, is central to the production of apple's most profitable product.",0.6997,Very Positive
Walmart,11/08/2016,daily report: amazon's drones may not be so crazy after all,"when the online retailer unveiled its drone project in 2013 it was mocked. it still sounds like a long shot, but it doesn't seem so crazy anymore.",-0.6217,Very Negative
Walmart,25/11/2015,video feature: replacing the black friday rush with a few leisurely taps,"shopping apps that help buyers build wish lists, track prices and find the best deals.",0.8625,Very Positive
Walmart,09/07/2015,uber files motion opposing driver class-action suit,the ride-hailing service asserts that the handful of drivers who filed the lawsuit on work status shouldn't represent all the drivers.,-0.2263,Neutral
Walmart,02/03/2015,microsoft presents low-cost phones and windows 10 for mobile,"at the mobile world congress, the company for the first time showed off the operating system for phones and continued its evolving strategy of delivering low-cost lumia devices.",0.0,Neutral
Walmart,13/10/2014,am i sick? google has a doctor waiting on video,"google's ""helpouts"" platform is experimenting with a new product that lets consumers talk to doctors over video.",0.0,Neutral
Walmart,07/05/2014,"the unlikely ascent of jack ma, alibaba's founder","jack ma began his career as an english teacher. today, two of his websites account for more than half of the packages shipped through china's postal system.",0.0,Neutral
Walmart,03/12/2013,google joins a heavyweight competition in cloud computing,"the search giant, which for years has been evasive about its plans for the cloud, is announcing rates and features for a wide-ranging computing service.",0.0,Neutral
Walmart,18/09/2013,"daily report: rentbro, sender of 42 million texts, settles in spam case",the federal trade commission settled charges against a florida company and its two top executives for sending more than 42 million unwanted and deceptive text messages to consumers.,-0.296,Neutral
Walmart,18/06/2013,zapping bugs with the wave of a racket,zapping mosquitoes with an electrified tennis racket might seem to be a surefire entrant into the world's dumbest ideas hall of fame. but the stinger portable bug zapper actually works.,0.0772,Neutral
Walmart,25/11/2012,building start-ups via stars' ties to fans,"brian lee, a web entrepreneur, has been partnering with celebrities like jessica alba to create e-commerce sites to sell products in ways that were not possible just a few years ago.",0.5574,Very Positive
Walmart,13/06/2012,adding .app to the internet,"starting next year, the organization that oversees the naming system for internet addresses is expected to approve hundreds of domain names with .app, the most sought-after extension.",0.0,Neutral
Walmart,18/06/2010,ray kurzweil vows to right e-reader wrongs,ray kurzweil says his blio e-reader software will give people electronic books with richer formatting similar to what they're used to in print.,0.5267,Positive
Walmart,16/02/2008,taps for hd dvd as wal-mart backs blu-ray,high-definition dvd died friday after a brief illness. the cause of death was the decision by wal-mart to stock only hd dvds and players using the blu-ray format.,-0.8807,Very Negative
Walmart,13/09/2006,distractions and bargains bought in bulk,"thanks to ebay and costco, among others, a sizable portion of the retail economy is built on bargains that aren't really bargains.",0.4404,Positive
Walmart,26/07/2007,"a desktop pc that's short on bells and whistles, but long on savings","the impact gc3502 computer from everex, $298, consumes less power than the average desktop computer, potentially saving money on the monthly electric bill as well.",0.2732,Neutral
Walmart,29/11/2006,wal-mart plans to test online films,"all the major studios are said to be either on board or in active talks with the retailer, which will begin testing a video download service on its web site.",0.4019,Positive
Walmart,07/08/2006,picture tubes are fading into the past,"the picture tube, the standard television technology for more than 60 years, is heading for obsolescence faster than anyone expected.",0.0,Neutral
Walmart,06/02/2007,wal-mart and studios in film deal,wal-mart will introduce a partnership with all of the six major hollywood studios to sell digital movies and television shows on its web site.,0.0,Neutral
Walmart,11/09/2006,like shopping? social networking? try social shopping,"a new category of e-commerce called ""social shopping"" tries to combine two online favorites: shopping and social networking.",0.4215,Positive
Walmart,25/05/2007,coming soon to wal-mart: 2 dell pcs,"dell will sell only two models of multimedia computers at wal-mart, the first step toward transforming its direct-sales strategy.",0.0,Neutral
